0.0,0,0,0,0,0,0,0,0,0,0
0.0,0.9,1.2,1.4,1.4,1.4,1.4,1.2,1.1,1.0,0.7
0.0,1.8,2.4,2.8,2.9,2.9,2.8,2.6,2.2,1.9,1.5
0.0,2.75,3.6,4.0,4.2,4.2,4.1,3.8,3.4,2.9,2.2
0.0,3.6,4.4,4.6,4.6,4.7,4.6,4.5,4.3,3.8,3.0
0.0,4.1,4.75,5.0,5.1,5.2,5.1,5.0,4.7,4.4,3.6
