1.72,2.24,2.76,3.27,3.76,4.23,4.67,5.49,6.27,7.02,8.53
2.27,2.87,3.45,4.01,4.54,5.04,5.53,6.45,7.32,8.18,10.33
2.47,3.11,3.73,4.31,4.86,5.38,5.89,6.85,7.77,8.74,11.1
2.53,3.18,3.8,4.38,4.94,5.47,5.98,6.95,7.88,8.89,11.26
2.48,3.11,3.72,4.3,4.84,5.36,5.87,6.83,7.74,8.7,10.97
2.34,2.94,3.53,4.08,4.61,5.12,5.61,6.54,7.42,8.3,10.38
2.16,2.72,3.26,3.79,4.3,4.78,5.25,6.14,6.99,7.81,9.65
